State,Year,Coal_Consumption,CO2_Emissions,NatGas_Consumption,Nuclear_Consumption,Renewable_Consumption,Total_Energy_Consumption,Region,Dominant_Energy_Source
AK,1997,11719.0,589.0,425394.0,0.0,8109.0,701267.0,West,Natural Gas
AK,1998,16471.0,347.0,434437.0,0.0,6084.0,715652.0,West,Natural Gas
AK,1999,16394.0,392.0,422817.0,0.0,5040.0,719766.0,West,Natural Gas
AK,2000,16455.0,171.0,437972.0,0.0,5574.0,735260.0,West,Natural Gas
AK,2001,15911.0,465.0,413049.0,0.0,8119.0,726418.0,West,Natural Gas
AK,2002,16429.0,335.0,420808.0,0.0,8526.0,723166.0,West,Natural Gas
AK,2003,12552.0,224.0,415891.0,0.0,8974.0,722838.0,West,Natural Gas
AK,2004,14075.0,441.0,407944.0,0.0,8964.0,765107.0,West,Natural Gas
AK,2005,13994.0,0.0,434704.0,0.0,6220.0,788012.0,West,Natural Gas
AK,2006,14981.0,0.0,375719.0,0.0,5330.0,738306.0,West,Natural Gas
AK,2007,13662.0,0.0,372186.0,0.0,5674.0,714615.0,West,Natural Gas
AK,2008,14705.0,0.0,343938.0,0.0,5363.0,642737.0,West,Natural Gas
AK,2009,14505.0,0.0,343971.0,0.0,7238.0,631141.0,West,Natural Gas
AK,2010,14548.0,0.0,334978.0,0.0,7793.0,629323.0,West,Natural Gas
AK,2011,15481.0,0.0,339819.0,0.0,7523.0,631768.0,West,Natural Gas
AK,2012,15521.0,0.0,347228.0,0.0,7954.0,620717.0,West,Natural Gas
AK,2013,14819.0,0.0,332631.0,0.0,8940.0,587689.0,West,Natural Gas
AK,2014,18225.0,2055.0,329274.0,0.0,11523.0,585727.0,West,Natural Gas
AK,2015,19511.0,0.0,333936.0,0.0,13526.0,603471.0,West,Natural Gas
AK,2016,16613.0,0.0,330883.0,0.0,14371.0,582349.0,West,Natural Gas
AK,2017,16376.0,0.0,343899.0,0.0,13136.0,590557.0,West,Natural Gas
AK,2018,17325.0,0.0,346255.0,0.0,13694.0,593777.0,West,Natural Gas
AK,2019,17620.0,0.0,343384.0,0.0,12952.0,595801.0,West,Natural Gas
AK,2020,18527.0,0.0,374561.0,0.0,9757.0,626207.0,West,Natural Gas
AK,2021,18694.0,0.0,395590.0,0.0,9597.0,684975.0,West,Natural Gas
AK,2022,18615.0,0.0,437916.0,0.0,10410.0,730277.0,West,Natural Gas
AK,2023,18414.0,0.0,448087.0,0.0,10087.0,746978.0,West,Natural Gas
AL,1997,867264.0,345.0,337453.0,310336.0,221668.0,1903449.0,South,Coal
AL,1998,856479.0,284.0,341976.0,300698.0,245667.0,1946380.0,South,Coal
AL,1999,866512.0,37.0,349080.0,322826.0,237358.0,2002228.0,South,Coal
AL,2000,904181.0,0.0,368472.0,327143.0,223807.0,2065056.0,South,Coal
AL,2001,842337.0,1294.0,344004.0,317019.0,195008.0,1859587.0,South,Coal
AL,2002,845999.0,881.0,389965.0,332650.0,193946.0,1920029.0,South,Coal
AL,2003,873735.0,1272.0,360505.0,330137.0,199714.0,1897040.0,South,Coal
AL,2004,853917.0,2519.0,391927.0,329898.0,223107.0,2017765.0,South,Coal
AL,2005,890098.0,165.0,363398.0,330761.0,213168.0,2018912.0,South,Coal
AL,2006,886678.0,152.0,402044.0,332992.0,219762.0,2050932.0,South,Coal
AL,2007,888436.0,474.0,430649.0,360036.0,202747.0,2067485.0,South,Coal
AL,2008,842826.0,3740.0,414260.0,407551.0,198348.0,1976589.0,South,Coal
AL,2009,630969.0,9132.0,466272.0,415392.0,194840.0,1749863.0,South,Coal
AL,2010,718684.0,23273.0,544405.0,396557.0,210935.0,1906324.0,South,Coal
AL,2011,651032.0,21996.0,609288.0,411822.0,224020.0,1882660.0,South,Coal
AL,2012,547004.0,21273.0,677380.0,427975.0,220139.0,1863224.0,South,Natural Gas
AL,2013,565051.0,21881.0,625869.0,426488.0,257048.0,1882183.0,South,Natural Gas
AL,2014,575912.0,22074.0,650570.0,431368.0,236143.0,1930039.0,South,Natural Gas
AL,2015,494311.0,23110.0,701582.0,438728.0,225388.0,1880980.0,South,Natural Gas
AL,2016,410168.0,23662.0,715033.0,417334.0,217520.0,1895651.0,South,Natural Gas
AL,2017,378890.0,23458.0,681208.0,446097.0,229887.0,1867860.0,South,Natural Gas
AL,2018,377152.0,21986.0,771194.0,412584.0,233969.0,1912733.0,South,Natural Gas
AL,2019,317180.0,22061.0,748731.0,455865.0,232118.0,1883685.0,South,Natural Gas
AL,2020,256687.0,21556.0,714871.0,454930.0,235538.0,1795668.0,South,Natural Gas
AL,2021,309791.0,25448.0,739891.0,480115.0,239817.0,1927858.0,South,Natural Gas
AL,2022,297654.0,27649.0,787300.0,442093.0,232035.0,1904247.0,South,Natural Gas
AL,2023,224926.0,26583.0,775747.0,476392.0,222189.0,1860171.0,South,Natural Gas
AR,1997,246786.0,0.0,264019.0,149100.0,100134.0,1039783.0,South,Natural Gas
AR,1998,254658.0,0.0,272888.0,137403.0,93780.0,1061551.0,South,Natural Gas
AR,1999,267022.0,0.0,257666.0,135009.0,92463.0,1083254.0,South,Coal
AR,2000,267579.0,0.0,256114.0,121516.0,92540.0,1124742.0,South,Coal
AR,2001,273982.0,0.0,231590.0,154356.0,76385.0,1078834.0,South,Coal
AR,2002,255242.0,0.0,247899.0,152024.0,85421.0,1095219.0,South,Coal
AR,2003,253653.0,0.0,254571.0,153093.0,90111.0,1083763.0,South,Natural Gas
AR,2004,270210.0,0.0,217921.0,161111.0,88907.0,1069229.0,South,Coal
AR,2005,247169.0,96.0,216600.0,142864.0,92426.0,1094815.0,South,Coal
AR,2006,256907.0,90.0,240885.0,158952.0,90520.0,1103064.0,South,Coal
AR,2007,275037.0,287.0,229610.0,162434.0,100786.0,1108782.0,South,Coal
AR,2008,278849.0,2305.0,238424.0,148085.0,96258.0,1082215.0,South,Coal
AR,2009,264083.0,5996.0,248100.0,158663.0,104241.0,1019337.0,South,Coal
AR,2010,293689.0,12844.0,274774.0,157017.0,115374.0,1108861.0,South,Coal
AR,2011,306119.0,12078.0,288906.0,148531.0,116386.0,1114972.0,South,Coal
AR,2012,296732.0,11728.0,300572.0,162353.0,111545.0,1064636.0,South,Natural Gas
AR,2013,327099.0,11866.0,288045.0,124816.0,115098.0,1092194.0,South,Coal
AR,2014,339214.0,12339.0,273009.0,151428.0,115127.0,1108392.0,South,Coal
AR,2015,226889.0,12619.0,296826.0,144716.0,107425.0,1043382.0,South,Natural Gas
AR,2016,246437.0,13021.0,315617.0,140370.0,105871.0,1036535.0,South,Natural Gas
AR,2017,267591.0,13059.0,317530.0,132736.0,103841.0,1043618.0,South,Natural Gas
AR,2018,304145.0,12086.0,366939.0,132996.0,105007.0,1102555.0,South,Natural Gas
AR,2019,239798.0,12020.0,371388.0,141750.0,106732.0,1077563.0,South,Natural Gas
AR,2020,161980.0,10771.0,335436.0,157349.0,91389.0,1012312.0,South,Natural Gas
AR,2021,216123.0,12028.0,360545.0,141372.0,89714.0,1057206.0,South,Natural Gas
AR,2022,211724.0,12913.0,398099.0,149654.0,90825.0,1058036.0,South,Natural Gas
AR,2023,180262.0,12885.0,399566.0,156492.0,87277.0,1049897.0,South,Natural Gas
AZ,1997,369872.0,1904.0,137588.0,307623.0,61559.0,1125743.0,West,Coal
AZ,1998,386770.0,1468.0,161086.0,317888.0,53679.0,1185968.0,West,Coal
AZ,1999,403262.0,1269.0,167770.0,317843.0,49643.0,1235022.0,West,Coal
AZ,2000,432810.0,1452.0,208137.0,316839.0,45505.0,1289942.0,West,Coal
AZ,2001,424023.0,2010.0,244424.0,299966.0,39755.0,1302269.0,West,Coal
AZ,2002,406479.0,1146.0,255247.0,322260.0,37807.0,1298175.0,West,Coal
AZ,2003,406537.0,1105.0,275650.0,297872.0,36684.0,1319572.0,West,Coal
AZ,2004,425413.0,1063.0,356264.0,293158.0,36362.0,1372363.0,West,Coal
AZ,2005,428445.0,13838.0,329302.0,269327.0,49885.0,1411695.0,West,Coal
AZ,2006,431985.0,14646.0,365230.0,250568.0,51225.0,1457800.0,West,Coal
AZ,2007,438524.0,16318.0,401992.0,280920.0,54591.0,1466903.0,West,Coal
AZ,2008,458727.0,19738.0,409966.0,305726.0,64586.0,1433406.0,West,Coal
AZ,2009,413260.0,19716.0,377504.0,320692.0,54618.0,1351254.0,West,Coal
AZ,2010,457909.0,19843.0,336208.0,326102.0,56740.0,1404430.0,West,Coal
AZ,2011,459909.0,19972.0,293134.0,327292.0,66102.0,1430525.0,West,Coal
AZ,2012,420570.0,19404.0,339043.0,334636.0,60959.0,1405648.0,West,Coal
AZ,2013,454865.0,20231.0,340375.0,328423.0,62325.0,1422635.0,West,Coal
AZ,2014,447849.0,21573.0,315916.0,338044.0,72405.0,1424922.0,West,Coal
AZ,2015,385822.0,24081.0,365313.0,340153.0,79520.0,1443936.0,West,Coal
AZ,2016,323878.0,24736.0,373916.0,338636.0,83630.0,1465473.0,West,Natural Gas
AZ,2017,334512.0,25106.0,334629.0,338246.0,88295.0,1465780.0,West,Nuclear
AZ,2018,331492.0,25456.0,400531.0,325122.0,92790.0,1477247.0,West,Natural Gas
AZ,2019,257727.0,26097.0,484249.0,333312.0,92495.0,1495891.0,West,Natural Gas
AZ,2020,156821.0,23454.0,513540.0,329597.0,90813.0,1439270.0,West,Natural Gas
AZ,2021,160299.0,25916.0,484962.0,329868.0,99266.0,1482635.0,West,Natural Gas
AZ,2022,154007.0,25972.0,468038.0,333738.0,101215.0,1512022.0,West,Natural Gas
AZ,2023,137885.0,26405.0,537151.0,329474.0,108445.0,1526567.0,West,Natural Gas
CA,1997,82651.0,7402.0,2185029.0,320194.0,376474.0,7063176.0,West,Natural Gas
CA,1998,66157.0,5585.0,2418688.0,362928.0,392331.0,7331105.0,West,Natural Gas
CA,1999,69547.0,4838.0,2379558.0,348736.0,372132.0,7365674.0,West,Natural Gas
CA,2000,70012.0,5511.0,2456438.0,366845.0,370066.0,7504612.0,West,Natural Gas
CA,2001,67839.0,7646.0,2513856.0,346911.0,325466.0,7610078.0,West,Natural Gas
CA,2002,70010.0,8972.0,2318656.0,358707.0,355371.0,7595049.0,West,Natural Gas
CA,2003,69469.0,49980.0,2317062.0,370958.0,406651.0,7454129.0,West,Natural Gas
CA,2004,68909.0,72184.0,2462247.0,315634.0,423563.0,7835668.0,West,Natural Gas
CA,2005,67422.0,79543.0,2304463.0,377313.0,439340.0,7741970.0,West,Natural Gas
CA,2006,67017.0,78590.0,2375929.0,333488.0,464148.0,7785762.0,West,Natural Gas
CA,2007,66495.0,82484.0,2467545.0,375427.0,403528.0,7923319.0,West,Natural Gas
CA,2008,63050.0,84119.0,2472612.0,339506.0,397934.0,7748640.0,West,Natural Gas
CA,2009,52403.0,82832.0,2391374.0,332218.0,419883.0,7429624.0,West,Natural Gas
CA,2010,54972.0,127316.0,2325411.0,336562.0,492958.0,7269474.0,West,Natural Gas
CA,2011,55264.0,123867.0,2196252.0,383644.0,541230.0,7186089.0,West,Natural Gas
CA,2012,43832.0,119972.0,2456371.0,193939.0,495642.0,7072294.0,West,Natural Gas
CA,2013,38151.0,123835.0,2480792.0,187162.0,554027.0,7141028.0,West,Natural Gas
CA,2014,39486.0,125330.0,2409574.0,177656.0,560635.0,7053028.0,West,Natural Gas
CA,2015,30967.0,129566.0,2384061.0,193529.0,564184.0,7136949.0,West,Natural Gas
CA,2016,32077.0,131261.0,2248939.0,197754.0,645141.0,7136403.0,West,Natural Gas
CA,2017,33663.0,132746.0,2190994.0,187227.0,724945.0,7145251.0,West,Natural Gas
CA,2018,33256.0,131519.0,2209801.0,190422.0,690792.0,7292387.0,West,Natural Gas
CA,2019,30886.0,131802.0,2218732.0,168799.0,788792.0,7231426.0,West,Natural Gas
CA,2020,28034.0,106899.0,2153254.0,169838.0,738585.0,6432232.0,West,Natural Gas
CA,2021,28244.0,118667.0,2172757.0,171842.0,810020.0,6778725.0,West,Natural Gas
CA,2022,30049.0,117919.0,2131439.0,183814.0,880995.0,6855767.0,West,Natural Gas
CA,2023,28746.0,117016.0,2156158.0,185192.0,1065179.0,6816746.0,West,Natural Gas
CO,1997,362423.0,5277.0,318292.0,0.0,24693.0,1119835.0,West,Coal
CO,1998,364889.0,5216.0,334257.0,0.0,21478.0,1172701.0,West,Coal
CO,1999,364236.0,4426.0,335458.0,0.0,21743.0,1191909.0,West,Coal
CO,2000,387879.0,5004.0,370911.0,0.0,22119.0,1257656.0,West,Coal
CO,2001,400028.0,6829.0,469766.0,0.0,19783.0,1358653.0,West,Natural Gas
CO,2002,390480.0,6074.0,463532.0,0.0,17922.0,1358529.0,West,Natural Gas
CO,2003,394163.0,7043.0,442361.0,0.0,19325.0,1360444.0,West,Natural Gas
CO,2004,390186.0,6743.0,446103.0,0.0,19744.0,1388345.0,West,Natural Gas
CO,2005,386670.0,3801.0,483960.0,0.0,21106.0,1419633.0,West,Natural Gas
CO,2006,394348.0,3402.0,465259.0,0.0,24922.0,1432297.0,West,Natural Gas
CO,2007,388586.0,5798.0,519918.0,0.0,31006.0,1463502.0,West,Natural Gas
CO,2008,385416.0,7378.0,514880.0,0.0,43089.0,1451814.0,West,Natural Gas
CO,2009,350224.0,8421.0,533677.0,0.0,45679.0,1430787.0,West,Natural Gas
CO,2010,382623.0,10403.0,510877.0,0.0,49454.0,1480944.0,West,Natural Gas
CO,2011,368871.0,13221.0,481614.0,0.0,60210.0,1426494.0,West,Natural Gas
CO,2012,370085.0,14203.0,461056.0,0.0,60542.0,1394248.0,West,Natural Gas
CO,2013,363532.0,15240.0,485106.0,0.0,68191.0,1420259.0,West,Natural Gas
CO,2014,350526.0,15162.0,501498.0,0.0,71727.0,1431962.0,West,Natural Gas
CO,2015,340107.0,18939.0,494922.0,0.0,76060.0,1439256.0,West,Natural Gas
CO,2016,321476.0,20163.0,468803.0,0.0,86993.0,1394462.0,West,Natural Gas
CO,2017,315835.0,20094.0,466616.0,0.0,88198.0,1398847.0,West,Natural Gas
CO,2018,284474.0,20216.0,523622.0,0.0,90564.0,1447460.0,West,Natural Gas
CO,2019,273338.0,20928.0,559718.0,0.0,98087.0,1484292.0,West,Natural Gas
CO,2020,217082.0,17999.0,557204.0,0.0,95342.0,1346989.0,West,Natural Gas
CO,2021,252442.0,18934.0,514166.0,0.0,103955.0,1386460.0,West,Natural Gas
CO,2022,233256.0,19635.0,530591.0,0.0,114917.0,1427520.0,West,Natural Gas
CO,2023,204826.0,18015.0,531240.0,0.0,115061.0,1368260.0,West,Natural Gas
CT,1997,44982.0,295.0,148622.0,-1309.0,47965.0,796695.0,Northeast,Natural Gas
CT,1998,32569.0,283.0,134925.0,34022.0,46427.0,783855.0,Northeast,Natural Gas
CT,1999,15231.0,303.0,155902.0,132456.0,46716.0,829664.0,Northeast,Natural Gas
CT,2000,36246.0,335.0,163717.0,170674.0,47338.0,841087.0,Northeast,Nuclear
CT,2001,39991.0,102.0,149350.0,161112.0,27939.0,826501.0,Northeast,Nuclear
CT,2002,34206.0,292.0,181671.0,155777.0,26350.0,811464.0,Northeast,Natural Gas
CT,2003,41864.0,1738.0,157310.0,167566.0,29186.0,888123.0,Northeast,Nuclear
CT,2004,43997.0,12766.0,166057.0,172470.0,39917.0,903011.0,Northeast,Nuclear
CT,2005,42023.0,3409.0,171429.0,162406.0,26052.0,871777.0,Northeast,Natural Gas
CT,2006,45722.0,9959.0,175963.0,173111.0,32250.0,816420.0,Northeast,Natural Gas
CT,2007,39931.0,12151.0,183604.0,171874.0,33937.0,838749.0,Northeast,Natural Gas
CT,2008,45188.0,10093.0,169802.0,161305.0,32903.0,770340.0,Northeast,Natural Gas
CT,2009,26265.0,12125.0,188571.0,174220.0,38410.0,763039.0,Northeast,Natural Gas
CT,2010,28711.0,13142.0,203814.0,175074.0,40968.0,767391.0,Northeast,Natural Gas
CT,2011,6081.0,12458.0,236016.0,166669.0,39940.0,740235.0,Northeast,Natural Gas
CT,2012,9290.0,11976.0,236260.0,178959.0,37244.0,726431.0,Northeast,Natural Gas
CT,2013,7679.0,12217.0,240102.0,178465.0,39857.0,744609.0,Northeast,Natural Gas
CT,2014,9097.0,12174.0,242227.0,165677.0,41797.0,748682.0,Northeast,Natural Gas
CT,2015,6536.0,12732.0,260925.0,182083.0,43162.0,754318.0,Northeast,Natural Gas
CT,2016,2340.0,12882.0,254652.0,173363.0,47246.0,721597.0,Northeast,Natural Gas
CT,2017,2507.0,12909.0,246532.0,172570.0,44621.0,724034.0,Northeast,Natural Gas
CT,2018,4023.0,12897.0,285991.0,176496.0,46799.0,750341.0,Northeast,Natural Gas
CT,2019,867.0,12969.0,293149.0,174730.0,46250.0,729892.0,Northeast,Natural Gas
CT,2020,67.0,10908.0,298125.0,164157.0,46525.0,664819.0,Northeast,Natural Gas
CT,2021,2880.0,11985.0,305184.0,179551.0,49306.0,698947.0,Northeast,Natural Gas
CT,2022,0.0,12912.0,307212.0,172018.0,49084.0,717542.0,Northeast,Natural Gas
CT,2023,0.0,12484.0,304924.0,142873.0,48981.0,688978.0,Northeast,Natural Gas
DC,1997,983.0,0.0,34826.0,0.0,1377.0,180824.0,South,Natural Gas
DC,1998,155.0,0.0,31235.0,0.0,1221.0,182578.0,South,Natural Gas
DC,1999,151.0,0.0,32964.0,0.0,1258.0,185034.0,South,Natural Gas
DC,2000,177.0,0.0,34377.0,0.0,1353.0,194839.0,South,Natural Gas
DC,2001,741.0,0.0,30577.0,0.0,865.0,190410.0,South,Natural Gas
DC,2002,99.0,0.0,33688.0,0.0,880.0,191595.0,South,Natural Gas
DC,2003,173.0,0.0,33700.0,0.0,924.0,188466.0,South,Natural Gas
DC,2004,741.0,0.0,33097.0,0.0,942.0,196183.0,South,Natural Gas
DC,2005,939.0,215.0,33753.0,0.0,263.0,196028.0,South,Natural Gas
DC,2006,0.0,564.0,29775.0,0.0,618.0,181712.0,South,Natural Gas
DC,2007,502.0,681.0,33856.0,0.0,743.0,189393.0,South,Natural Gas
DC,2008,391.0,495.0,32774.0,0.0,561.0,178021.0,South,Natural Gas
DC,2009,331.0,566.0,34339.0,0.0,616.0,180615.0,South,Natural Gas
DC,2010,71.0,1004.0,33717.0,0.0,1078.0,184241.0,South,Natural Gas
DC,2011,48.0,1005.0,33389.0,0.0,1200.0,174692.0,South,Natural Gas
DC,2012,77.0,798.0,29389.0,0.0,964.0,163794.0,South,Natural Gas
DC,2013,4.0,826.0,33725.0,0.0,1033.0,166316.0,South,Natural Gas
DC,2014,48.0,926.0,35302.0,0.0,1149.0,170057.0,South,Natural Gas
DC,2015,44.0,957.0,33654.0,0.0,1644.0,169442.0,South,Natural Gas
DC,2016,34.0,1019.0,30160.0,0.0,2020.0,163726.0,South,Natural Gas
DC,2017,30.0,895.0,30607.0,0.0,1959.0,155197.0,South,Natural Gas
DC,2018,37.0,1029.0,32623.0,0.0,2257.0,162007.0,South,Natural Gas
DC,2019,5.0,1020.0,31603.0,0.0,2515.0,157329.0,South,Natural Gas
DC,2020,0.0,855.0,27984.0,0.0,2345.0,132167.0,South,Natural Gas
DC,2021,0.0,907.0,28336.0,0.0,2487.0,139881.0,South,Natural Gas
DC,2022,0.0,869.0,30174.0,0.0,2622.0,141151.0,South,Natural Gas
DC,2023,0.0,898.0,26236.0,0.0,2795.0,135231.0,South,Natural Gas
DE,1997,48586.0,0.0,48141.0,0.0,2202.0,271024.0,South,Coal
DE,1998,45817.0,0.0,42322.0,0.0,1935.0,271046.0,South,Coal
DE,1999,35915.0,0.0,58089.0,0.0,1999.0,283315.0,South,Natural Gas
DE,2000,50147.0,0.0,50181.0,0.0,2288.0,303879.0,South,Natural Gas
DE,2001,38335.0,0.0,51817.0,0.0,1324.0,290543.0,South,Natural Gas
DE,2002,40536.0,0.0,53782.0,0.0,1314.0,304848.0,South,Natural Gas
DE,2003,46997.0,0.0,47978.0,0.0,1400.0,300832.0,South,Natural Gas
DE,2004,53599.0,0.0,49739.0,0.0,1436.0,287001.0,South,Coal
DE,2005,56716.0,927.0,48639.0,0.0,1891.0,297787.0,South,Coal
DE,2006,56625.0,2737.0,44788.0,0.0,3638.0,285714.0,South,Coal
DE,2007,63839.0,3426.0,49937.0,0.0,4997.0,291538.0,South,Coal
DE,2008,60891.0,2823.0,49752.0,0.0,5806.0,288650.0,South,Coal
DE,2009,33938.0,3048.0,51652.0,0.0,6644.0,255701.0,South,Natural Gas
DE,2010,30253.0,3905.0,56087.0,0.0,7710.0,263028.0,South,Natural Gas
DE,2011,17881.0,3649.0,81710.0,0.0,7705.0,281046.0,South,Natural Gas
DE,2012,17384.0,3525.0,104421.0,0.0,6856.0,279916.0,South,Natural Gas
DE,2013,18254.0,3654.0,100682.0,0.0,7061.0,276655.0,South,Natural Gas
DE,2014,10238.0,3676.0,107057.0,0.0,7367.0,276390.0,South,Natural Gas
DE,2015,7149.0,4029.0,107828.0,0.0,6986.0,280223.0,South,Natural Gas
DE,2016,8199.0,4159.0,113556.0,0.0,6905.0,276692.0,South,Natural Gas
DE,2017,4804.0,4302.0,103123.0,0.0,7068.0,274259.0,South,Natural Gas
DE,2018,4296.0,4424.0,99432.0,0.0,7209.0,292745.0,South,Natural Gas
DE,2019,2179.0,4769.0,93446.0,0.0,7653.0,291587.0,South,Natural Gas
DE,2020,1956.0,3990.0,89293.0,0.0,6793.0,263799.0,South,Natural Gas
DE,2021,4542.0,4313.0,82708.0,0.0,7150.0,281104.0,South,Natural Gas
DE,2022,1846.0,4254.0,89674.0,0.0,7402.0,275185.0,South,Natural Gas
DE,2023,338.0,4418.0,84387.0,0.0,8041.0,268494.0,South,Natural Gas
FL,1997,751335.0,119.0,547201.0,241023.0,229786.0,3699302.0,South,Coal
FL,1998,749474.0,122.0,529565.0,326432.0,204260.0,3850212.0,South,Coal
FL,1999,716280.0,83.0,583448.0,329450.0,203241.0,3907612.0,South,Coal
FL,2000,760439.0,154.0,574460.0,336766.0,194517.0,4067861.0,South,Coal
FL,2001,725890.0,90.0,569757.0,329825.0,157150.0,4051572.0,South,Coal
FL,2002,719670.0,37.0,708638.0,351940.0,173192.0,4161068.0,South,Coal
FL,2003,723832.0,0.0,714826.0,322868.0,186771.0,4180999.0,South,Coal
FL,2004,699055.0,4.0,757672.0,325516.0,177835.0,4334599.0,South,Natural Gas
FL,2005,672309.0,4401.0,805446.0,300127.0,186236.0,4406875.0,South,Natural Gas
FL,2006,696215.0,6265.0,917468.0,327934.0,191666.0,4460801.0,South,Natural Gas
FL,2007,720824.0,9091.0,943845.0,307215.0,200137.0,4405230.0,South,Natural Gas
FL,2008,693161.0,47055.0,970038.0,335857.0,242263.0,4250476.0,South,Natural Gas
FL,2009,581517.0,58997.0,1081725.0,304544.0,272575.0,4099568.0,South,Natural Gas
FL,2010,637416.0,59257.0,1180462.0,250178.0,288862.0,4306461.0,South,Natural Gas
FL,2011,552730.0,60132.0,1235953.0,230369.0,289556.0,4152538.0,South,Natural Gas
FL,2012,482984.0,63651.0,1348390.0,187259.0,288154.0,4053146.0,South,Natural Gas
FL,2013,505155.0,65320.0,1245287.0,277169.0,302082.0,4113052.0,South,Natural Gas
FL,2014,557882.0,64485.0,1241250.0,291474.0,297773.0,4158101.0,South,Natural Gas
FL,2015,466530.0,66655.0,1378089.0,294099.0,292986.0,4309044.0,South,Natural Gas
FL,2016,426188.0,69809.0,1414358.0,306658.0,289945.0,4344665.0,South,Natural Gas
FL,2017,407538.0,72917.0,1421271.0,304840.0,300547.0,4324444.0,South,Natural Gas
FL,2018,327807.0,76423.0,1511134.0,306461.0,301910.0,4412536.0,South,Natural Gas
FL,2019,233542.0,75954.0,1578269.0,303946.0,293232.0,4338168.0,South,Natural Gas
FL,2020,180387.0,66616.0,1619429.0,307315.0,278475.0,3954655.0,South,Natural Gas
FL,2021,200193.0,74151.0,1591864.0,307811.0,297291.0,4256909.0,South,Natural Gas
FL,2022,171953.0,76180.0,1659544.0,321468.0,304605.0,4334307.0,South,Natural Gas
FL,2023,129387.0,78072.0,1673914.0,312935.0,286306.0,4301743.0,South,Natural Gas
GA,1997,767969.0,0.0,381726.0,319170.0,233372.0,2709444.0,South,Coal
GA,1998,767394.0,0.0,378565.0,329212.0,221057.0,2744268.0,South,Coal
GA,1999,782617.0,0.0,347120.0,328946.0,212369.0,2779826.0,South,Coal
GA,2000,819530.0,0.0,421337.0,338660.0,205344.0,2901427.0,South,Coal
GA,2001,772021.0,0.0,362695.0,351739.0,174128.0,2797716.0,South,Coal
GA,2002,807121.0,0.0,393134.0,324827.0,265403.0,2912009.0,South,Coal
GA,2003,819031.0,0.0,390774.0,346601.0,193921.0,2923139.0,South,Coal
GA,2004,834991.0,0.0,406441.0,351921.0,202456.0,3065310.0,South,Coal
GA,2005,901010.0,2370.0,427825.0,329092.0,192131.0,3080403.0,South,Coal
GA,2006,892732.0,3422.0,433924.0,333981.0,194871.0,3067394.0,South,Coal
GA,2007,934773.0,5063.0,455223.0,341364.0,192418.0,3061401.0,South,Coal
GA,2008,885849.0,27081.0,436093.0,331235.0,185431.0,2926774.0,South,Coal
GA,2009,723449.0,34318.0,475294.0,331368.0,200811.0,2884852.0,South,Coal
GA,2010,767906.0,35148.0,541691.0,350268.0,226919.0,3117670.0,South,Coal
GA,2011,634756.0,34939.0,532310.0,338052.0,232231.0,2999215.0,South,Coal
GA,2012,435546.0,36682.0,625008.0,355674.0,226583.0,2817024.0,South,Natural Gas
GA,2013,426184.0,38296.0,635287.0,343801.0,263562.0,2868107.0,South,Natural Gas
GA,2014,482657.0,35911.0,665455.0,340652.0,279757.0,2940286.0,South,Natural Gas
GA,2015,394665.0,37591.0,713149.0,353883.0,284373.0,2945148.0,South,Natural Gas
GA,2016,399279.0,37387.0,727888.0,360633.0,274692.0,2910005.0,South,Natural Gas
GA,2017,344273.0,40229.0,710186.0,352560.0,268645.0,2880666.0,South,Natural Gas
GA,2018,340152.0,41415.0,759677.0,359262.0,272511.0,2946672.0,South,Natural Gas
GA,2019,273109.0,40435.0,787353.0,350759.0,281843.0,2903162.0,South,Natural Gas
GA,2020,153179.0,37373.0,779757.0,342897.0,286918.0,2656941.0,South,Natural Gas
GA,2021,203870.0,38851.0,774283.0,354085.0,289113.0,2763082.0,South,Natural Gas
GA,2022,180888.0,38238.0,809981.0,356001.0,293237.0,2842621.0,South,Natural Gas
GA,2023,177521.0,42010.0,787712.0,390663.0,291462.0,2838817.0,South,Natural Gas
HI,1997,20513.0,0.0,2689.0,0.0,19937.0,270917.0,West,Coal
HI,1998,18223.0,0.0,2803.0,0.0,19091.0,270821.0,West,Renewables
HI,1999,17691.0,0.0,2886.0,0.0,19430.0,267015.0,West,Renewables
HI,2000,17653.0,0.0,2975.0,0.0,17784.0,270704.0,West,Renewables
HI,2001,17774.0,0.0,2920.0,0.0,10245.0,267970.0,West,Coal
HI,2002,16618.0,0.0,2898.0,0.0,9306.0,283505.0,West,Coal
HI,2003,18044.0,0.0,2861.0,0.0,11492.0,299086.0,West,Coal
HI,2004,17913.0,0.0,2907.0,0.0,11691.0,312623.0,West,Coal
HI,2005,16506.0,1192.0,2898.0,0.0,12011.0,322560.0,West,Coal
HI,2006,16102.0,1361.0,2914.0,0.0,12753.0,324507.0,West,Coal
HI,2007,17107.0,1738.0,2956.0,0.0,13227.0,334047.0,West,Coal
HI,2008,18095.0,3224.0,2817.0,0.0,15545.0,272843.0,West,Coal
HI,2009,17083.0,3688.0,2712.0,0.0,16028.0,272233.0,West,Coal
HI,2010,17117.0,2789.0,2732.0,0.0,14385.0,293799.0,West,Coal
HI,2011,16080.0,3236.0,2744.0,0.0,15364.0,297688.0,West,Coal
HI,2012,16572.0,2937.0,2813.0,0.0,15252.0,290679.0,West,Coal
HI,2013,15306.0,3033.0,2871.0,0.0,18072.0,293465.0,West,Renewables
