State,Year,Coal_Consumption,CO2_Emissions,NatGas_Consumption,Nuclear_Consumption,Renewable_Consumption,Total_Energy_Consumption,Region,Dominant_Energy_Source
MI,2019,447823.0,37356.0,1054986.0,343639.0,201965.0,2840026.0,Midwest,Natural Gas
MI,2020,334428.0,32940.0,1004204.0,316854.0,183360.0,2561344.0,Midwest,Natural Gas
MI,2021,436203.0,36273.0,950364.0,358114.0,194075.0,2659383.0,Midwest,Natural Gas
MI,2022,423504.0,35822.0,1088289.0,271788.0,206811.0,2712402.0,Midwest,Natural Gas
MI,2023,287490.0,36285.0,1105063.0,292615.0,198459.0,2543241.0,Midwest,Natural Gas
MN,1997,341636.0,15687.0,360439.0,113536.0,82546.0,1638039.0,Midwest,Natural Gas
MN,1998,357030.0,17561.0,337128.0,122158.0,80365.0,1613948.0,Midwest,Coal
MN,1999,341475.0,19074.0,351143.0,139148.0,87458.0,1682954.0,Midwest,Natural Gas
MN,2000,373775.0,19386.0,367461.0,135160.0,93403.0,1735761.0,Midwest,Coal
MN,2001,353305.0,19831.0,345002.0,123113.0,96084.0,1706313.0,Midwest,Coal
MN,2002,360822.0,21469.0,374184.0,142897.0,92437.0,1767476.0,Midwest,Natural Gas
MN,2003,390691.0,23363.0,374231.0,139799.0,95537.0,1843962.0,Midwest,Coal
MN,2004,378775.0,22206.0,362418.0,138645.0,104621.0,1846595.0,Midwest,Coal
MN,2005,379114.0,17396.0,372239.0,133948.0,108275.0,1851444.0,Midwest,Coal
MN,2006,370814.0,16027.0,358211.0,137569.0,112721.0,1821508.0,Midwest,Coal
MN,2007,366208.0,20282.0,395714.0,137437.0,131926.0,1869802.0,Midwest,Natural Gas
MN,2008,359359.0,21626.0,435134.0,135843.0,146849.0,1874372.0,Midwest,Natural Gas
MN,2009,328678.0,21256.0,405564.0,129623.0,166637.0,1742930.0,Midwest,Natural Gas
MN,2010,315438.0,27187.0,427198.0,140873.0,189237.0,1813361.0,Midwest,Natural Gas
MN,2011,315604.0,24408.0,424978.0,125134.0,194486.0,1792762.0,Midwest,Natural Gas
MN,2012,257875.0,25303.0,430286.0,125159.0,193188.0,1747882.0,Midwest,Natural Gas
MN,2013,267695.0,25699.0,478634.0,111885.0,191780.0,1821090.0,Midwest,Natural Gas
MN,2014,313073.0,25643.0,490179.0,132904.0,211351.0,1868616.0,Midwest,Natural Gas
MN,2015,271570.0,27069.0,448567.0,125900.0,215508.0,1745523.0,Midwest,Natural Gas
MN,2016,261250.0,27628.0,466425.0,144970.0,217542.0,1770116.0,Midwest,Natural Gas
MN,2017,257594.0,27580.0,466894.0,145426.0,217590.0,1779751.0,Midwest,Natural Gas
MN,2018,261530.0,26794.0,514188.0,152657.0,223380.0,1857588.0,Midwest,Natural Gas
MN,2019,205139.0,27116.0,549609.0,147280.0,224857.0,1822664.0,Midwest,Natural Gas
MN,2020,162702.0,23622.0,496039.0,153319.0,206259.0,1640945.0,Midwest,Natural Gas
MN,2021,179055.0,24865.0,523843.0,147286.0,216113.0,1722694.0,Midwest,Natural Gas
MN,2022,184517.0,25200.0,535033.0,153546.0,229769.0,1756496.0,Midwest,Natural Gas
MN,2023,148968.0,25622.0,537138.0,124626.0,223864.0,1689356.0,Midwest,Natural Gas
MO,1997,670589.0,579.0,286117.0,93970.0,20496.0,1789852.0,Midwest,Coal
MO,1998,695687.0,656.0,261504.0,89349.0,22132.0,1832896.0,Midwest,Coal
MO,1999,687170.0,1409.0,269262.0,89730.0,21279.0,1875522.0,Midwest,Coal
MO,2000,688905.0,2415.0,289044.0,104205.0,19220.0,1826062.0,Midwest,Coal
MO,2001,716378.0,2193.0,288617.0,87557.0,25495.0,1856035.0,Midwest,Coal
MO,2002,725679.0,5273.0,278936.0,87605.0,28675.0,1868202.0,Midwest,Coal
MO,2003,795634.0,7493.0,266204.0,101089.0,30291.0,1879317.0,Midwest,Coal
MO,2004,807466.0,7993.0,269224.0,81658.0,34335.0,1884851.0,Midwest,Coal
MO,2005,835663.0,9854.0,273401.0,83807.0,46956.0,1974667.0,Midwest,Coal
MO,2006,829054.0,9829.0,258004.0,105567.0,42120.0,1966264.0,Midwest,Coal
MO,2007,802879.0,13594.0,277987.0,98302.0,54207.0,1977175.0,Midwest,Coal
MO,2008,792918.0,19796.0,298427.0,98025.0,69586.0,1934242.0,Midwest,Coal
MO,2009,765617.0,18626.0,266721.0,107175.0,77206.0,1830471.0,Midwest,Coal
MO,2010,801625.0,22725.0,282141.0,94027.0,84991.0,1909924.0,Midwest,Coal
MO,2011,825650.0,22369.0,275308.0,98062.0,81011.0,1854082.0,Midwest,Coal
MO,2012,768297.0,21717.0,258945.0,112317.0,72318.0,1777037.0,Midwest,Coal
MO,2013,806549.0,21607.0,281399.0,87428.0,83153.0,1837558.0,Midwest,Coal
MO,2014,780707.0,23563.0,301543.0,97021.0,86678.0,1898451.0,Midwest,Coal
MO,2015,696401.0,25812.0,270885.0,109182.0,79087.0,1812747.0,Midwest,Coal
MO,2016,639860.0,26096.0,273583.0,98630.0,79160.0,1761978.0,Midwest,Coal
MO,2017,709796.0,26036.0,264614.0,86853.0,82699.0,1722939.0,Midwest,Coal
MO,2018,668188.0,25572.0,330552.0,111401.0,87913.0,1836631.0,Midwest,Coal
MO,2019,584662.0,25689.0,327798.0,95961.0,91830.0,1772045.0,Midwest,Coal
MO,2020,551341.0,23694.0,303719.0,80874.0,77057.0,1654294.0,Midwest,Coal
MO,2021,616413.0,25839.0,293652.0,44766.0,88879.0,1696141.0,Midwest,Coal
MO,2022,566940.0,26217.0,322547.0,92724.0,95312.0,1729607.0,Midwest,Coal
MO,2023,442901.0,26777.0,316512.0,95947.0,90412.0,1681954.0,Midwest,Coal
MS,1997,132171.0,0.0,264210.0,113467.0,84291.0,1138146.0,South,Natural Gas
MS,1998,125930.0,0.0,252445.0,96418.0,64175.0,1136123.0,South,Natural Gas
MS,1999,137608.0,0.0,317777.0,88075.0,65132.0,1229948.0,South,Natural Gas
MS,2000,147481.0,0.0,312078.0,111534.0,75389.0,1242230.0,South,Natural Gas
MS,2001,198275.0,0.0,340904.0,103635.0,56104.0,1132668.0,South,Natural Gas
MS,2002,154339.0,0.0,354550.0,105041.0,49672.0,1170397.0,South,Natural Gas
MS,2003,178949.0,0.0,275147.0,113625.0,45371.0,1201624.0,South,Natural Gas
MS,2004,184992.0,0.0,290512.0,106707.0,61302.0,1206056.0,South,Natural Gas
MS,2005,176286.0,117.0,310713.0,105172.0,62966.0,1173361.0,South,Natural Gas
MS,2006,190057.0,109.0,315909.0,108718.0,63673.0,1209261.0,South,Natural Gas
MS,2007,185063.0,343.0,374990.0,98164.0,64626.0,1223586.0,South,Natural Gas
MS,2008,177166.0,2816.0,364237.0,98215.0,50484.0,1163638.0,South,Natural Gas
MS,2009,141675.0,7046.0,371245.0,115033.0,56883.0,1110149.0,South,Natural Gas
MS,2010,148463.0,14495.0,444875.0,100791.0,74801.0,1153321.0,South,Natural Gas
MS,2011,107546.0,13564.0,437873.0,108164.0,75706.0,1126395.0,South,Natural Gas
MS,2012,82456.0,13552.0,499946.0,76456.0,88312.0,1112775.0,South,Natural Gas
MS,2013,97767.0,13839.0,426902.0,113523.0,76269.0,1089942.0,South,Natural Gas
MS,2014,116537.0,14478.0,439557.0,107228.0,77940.0,1102348.0,South,Natural Gas
MS,2015,71626.0,14826.0,536996.0,122511.0,73695.0,1085094.0,South,Natural Gas
MS,2016,61219.0,15013.0,561342.0,61680.0,76228.0,1071655.0,South,Natural Gas
MS,2017,53779.0,14763.0,543721.0,77027.0,70825.0,1067882.0,South,Natural Gas
MS,2018,60015.0,13516.0,591886.0,72343.0,70844.0,1104397.0,South,Natural Gas
MS,2019,51028.0,13574.0,583800.0,115202.0,66986.0,1092194.0,South,Natural Gas
MS,2020,54188.0,12261.0,610285.0,67595.0,65069.0,1035679.0,South,Natural Gas
MS,2021,64446.0,13562.0,576903.0,122771.0,66134.0,1081477.0,South,Natural Gas
MS,2022,66214.0,14468.0,617855.0,89856.0,66614.0,1098269.0,South,Natural Gas
MS,2023,49606.0,14167.0,630107.0,122807.0,67305.0,1074319.0,South,Natural Gas
MT,1997,162568.0,0.0,61699.0,0.0,62094.0,327595.0,West,Coal
MT,1998,186099.0,36.0,61398.0,0.0,52849.0,351575.0,West,Coal
MT,1999,186770.0,38.0,63624.0,0.0,62836.0,353885.0,West,Coal
MT,2000,176779.0,47.0,69590.0,0.0,48460.0,372039.0,West,Coal
MT,2001,184401.0,123.0,66483.0,0.0,34881.0,335079.0,West,Coal
MT,2002,166322.0,123.0,70992.0,0.0,44049.0,347138.0,West,Coal
MT,2003,188981.0,104.0,70048.0,0.0,42039.0,349542.0,West,Coal
MT,2004,195620.0,131.0,68567.0,0.0,43153.0,371586.0,West,Coal
MT,2005,199495.0,904.0,71089.0,0.0,51745.0,389848.0,West,Coal
MT,2006,194307.0,1079.0,75135.0,0.0,54574.0,405771.0,West,Coal
MT,2007,202480.0,1821.0,75077.0,0.0,55767.0,433895.0,West,Coal
MT,2008,203260.0,2289.0,77645.0,0.0,57184.0,419269.0,West,Coal
MT,2009,172812.0,2640.0,76635.0,0.0,50888.0,389891.0,West,Coal
MT,2010,203339.0,2423.0,72888.0,0.0,51579.0,373201.0,West,Coal
MT,2011,165687.0,3079.0,79470.0,0.0,56107.0,362401.0,West,Coal
MT,2012,157308.0,3393.0,75234.0,0.0,51203.0,357211.0,West,Coal
MT,2013,166104.0,3591.0,82298.0,0.0,48259.0,369323.0,West,Coal
MT,2014,175357.0,3548.0,80063.0,0.0,55608.0,364263.0,West,Coal
MT,2015,178421.0,4411.0,77443.0,0.0,59324.0,368124.0,West,Coal
MT,2016,161938.0,4662.0,77589.0,0.0,61412.0,368963.0,West,Coal
MT,2017,156073.0,4676.0,83319.0,0.0,64575.0,381910.0,West,Coal
MT,2018,152295.0,4597.0,90778.0,0.0,69952.0,393240.0,West,Coal
MT,2019,159165.0,4684.0,92649.0,0.0,65468.0,405678.0,West,Coal
MT,2020,98886.0,4432.0,87481.0,0.0,59812.0,371144.0,West,Coal
MT,2021,122765.0,4605.0,87105.0,0.0,56334.0,379133.0,West,Coal
MT,2022,131345.0,4263.0,93971.0,0.0,60644.0,388515.0,West,Coal
MT,2023,130059.0,4082.0,96777.0,0.0,58470.0,382218.0,West,Coal
NC,1997,765927.0,2766.0,223419.0,340563.0,129323.0,2384048.0,South,Coal
NC,1998,754322.0,3382.0,222659.0,406822.0,124075.0,2433538.0,South,Coal
NC,1999,742398.0,2901.0,224763.0,392121.0,117528.0,2462256.0,South,Coal
NC,2000,786114.0,3276.0,240729.0,408054.0,118207.0,2587711.0,South,Coal
NC,2001,756311.0,4518.0,215600.0,394485.0,113930.0,2529858.0,South,Coal
NC,2002,770928.0,5557.0,243144.0,413784.0,107219.0,2545210.0,South,Coal
NC,2003,771618.0,7295.0,227387.0,426332.0,140545.0,2542759.0,South,Coal
NC,2004,782692.0,7815.0,232214.0,418065.0,111793.0,2626745.0,South,Coal
NC,2005,811939.0,2151.0,237525.0,417249.0,112140.0,2661860.0,South,Coal
NC,2006,777871.0,3073.0,230169.0,417016.0,115472.0,2619752.0,South,Coal
NC,2007,827974.0,4512.0,244475.0,420029.0,98912.0,2661571.0,South,Coal
NC,2008,794693.0,24317.0,249654.0,415742.0,148314.0,2671034.0,South,Coal
NC,2009,678673.0,31206.0,252729.0,427226.0,147739.0,2513686.0,South,Coal
NC,2010,749091.0,32369.0,308710.0,425810.0,160129.0,2716889.0,South,Coal
NC,2011,624783.0,32407.0,311189.0,424073.0,165810.0,2588774.0,South,Coal
NC,2012,534713.0,33373.0,367948.0,412722.0,164772.0,2499341.0,South,Coal
NC,2013,493771.0,34494.0,445018.0,420486.0,185881.0,2503234.0,South,Coal
NC,2014,501592.0,33622.0,462289.0,428474.0,177290.0,2557339.0,South,Coal
NC,2015,405525.0,34624.0,516026.0,440248.0,171808.0,2548314.0,South,Natural Gas
NC,2016,381761.0,36745.0,540271.0,447500.0,177504.0,2561023.0,South,Natural Gas
NC,2017,350286.0,37722.0,520659.0,443192.0,185491.0,2507091.0,South,Natural Gas
NC,2018,325121.0,38905.0,599308.0,439915.0,195967.0,2595129.0,South,Natural Gas
NC,2019,318154.0,39541.0,569405.0,437683.0,198559.0,2566245.0,South,Natural Gas
NC,2020,223906.0,35132.0,557570.0,442166.0,202724.0,2363742.0,South,Natural Gas
NC,2021,222501.0,39233.0,637553.0,449675.0,196973.0,2519796.0,South,Natural Gas
NC,2022,163029.0,41023.0,747187.0,445547.0,198165.0,2578739.0,South,Natural Gas
NC,2023,153784.0,40791.0,662340.0,442493.0,186804.0,2472784.0,South,Natural Gas
ND,1997,385988.0,412.0,59283.0,0.0,15086.0,353277.0,Midwest,Coal
ND,1998,409226.0,402.0,51428.0,0.0,11747.0,343412.0,Midwest,Coal
ND,1999,411323.0,428.0,58962.0,0.0,12906.0,370208.0,Midwest,Coal
ND,2000,424563.0,516.0,58512.0,0.0,11741.0,377163.0,Midwest,Coal
ND,2001,420001.0,622.0,62583.0,0.0,10274.0,404329.0,Midwest,Coal
ND,2002,422809.0,790.0,66927.0,0.0,10973.0,397570.0,Midwest,Coal
ND,2003,420832.0,945.0,61455.0,0.0,12222.0,396611.0,Midwest,Coal
ND,2004,398381.0,843.0,61245.0,0.0,12481.0,400176.0,Midwest,Coal
ND,2005,431133.0,1838.0,54960.0,0.0,12453.0,405595.0,Midwest,Coal
ND,2006,414838.0,1775.0,55683.0,0.0,13202.0,411170.0,Midwest,Coal
ND,2007,420719.0,2172.0,62188.0,0.0,19483.0,432847.0,Midwest,Coal
ND,2008,424615.0,2617.0,65746.0,0.0,24181.0,436772.0,Midwest,Coal
ND,2009,423267.0,2770.0,57565.0,0.0,35499.0,424254.0,Midwest,Coal
ND,2010,409684.0,3400.0,70046.0,0.0,44774.0,459000.0,Midwest,Coal
ND,2011,394771.0,3377.0,77752.0,0.0,52447.0,505928.0,Midwest,Coal
ND,2012,406344.0,3611.0,77469.0,0.0,51186.0,529650.0,Midwest,Coal
ND,2013,393193.0,3794.0,87224.0,0.0,51321.0,570946.0,Midwest,Coal
ND,2014,399195.0,3945.0,94352.0,0.0,56211.0,613985.0,Midwest,Coal
ND,2015,408091.0,4044.0,106128.0,0.0,58246.0,583751.0,Midwest,Coal
ND,2016,394579.0,3801.0,110816.0,0.0,66368.0,555107.0,Midwest,Coal
ND,2017,397875.0,3773.0,118195.0,0.0,84388.0,595110.0,Midwest,Coal
ND,2018,407262.0,3754.0,136431.0,0.0,83349.0,624149.0,Midwest,Coal
ND,2019,372018.0,3836.0,162985.0,0.0,84942.0,641160.0,Midwest,Coal
ND,2020,363255.0,3418.0,188184.0,0.0,89718.0,619246.0,Midwest,Coal
ND,2021,361811.0,3568.0,196695.0,0.0,92653.0,653347.0,Midwest,Coal
ND,2022,369340.0,3554.0,204334.0,0.0,96024.0,675385.0,Midwest,Coal
ND,2023,325716.0,3715.0,224867.0,0.0,92154.0,703926.0,Midwest,Coal
NE,1997,193334.0,1657.0,132141.0,97267.0,30558.0,648029.0,Midwest,Coal
NE,1998,204797.0,1747.0,131125.0,86643.0,31247.0,664539.0,Midwest,Coal
NE,1999,198490.0,2043.0,121368.0,105452.0,32897.0,654753.0,Midwest,Coal
NE,2000,206938.0,2749.0,127600.0,89988.0,33498.0,658506.0,Midwest,Coal
NE,2001,226691.0,2291.0,124057.0,91127.0,35610.0,657462.0,Midwest,Coal
NE,2002,217939.0,2892.0,121175.0,105696.0,36743.0,669254.0,Midwest,Coal
NE,2003,227290.0,3154.0,119754.0,83344.0,38714.0,679281.0,Midwest,Coal
NE,2004,223624.0,2985.0,116045.0,106796.0,45845.0,691976.0,Midwest,Coal
NE,2005,228667.0,1515.0,120141.0,91856.0,45291.0,698718.0,Midwest,Coal
NE,2006,227444.0,1488.0,131443.0,93943.0,47616.0,714178.0,Midwest,Coal
NE,2007,216872.0,2681.0,153523.0,115815.0,60391.0,754246.0,Midwest,Coal
NE,2008,234654.0,4769.0,172886.0,99075.0,81046.0,792458.0,Midwest,Coal
NE,2009,249593.0,4656.0,165436.0,98682.0,81620.0,773922.0,Midwest,Coal
NE,2010,254552.0,5594.0,169620.0,115540.0,122553.0,858000.0,Midwest,Coal
NE,2011,285384.0,5661.0,173666.0,72549.0,127277.0,848376.0,Midwest,Coal
NE,2012,272587.0,5637.0,161774.0,60795.0,116977.0,837542.0,Midwest,Coal
NE,2013,292956.0,5575.0,179619.0,71736.0,119961.0,856122.0,Midwest,Coal
NE,2014,276544.0,6292.0,180097.0,105655.0,131709.0,859049.0,Midwest,Coal
NE,2015,266319.0,7030.0,170377.0,107976.0,135625.0,835564.0,Midwest,Coal
NE,2016,240465.0,7111.0,173001.0,97798.0,141113.0,846564.0,Midwest,Coal
NE,2017,233809.0,7170.0,176430.0,72300.0,148734.0,838416.0,Midwest,Coal
NE,2018,264072.0,7161.0,197105.0,58884.0,150750.0,873966.0,Midwest,Coal
NE,2019,240414.0,7279.0,198943.0,72589.0,156735.0,866742.0,Midwest,Coal
NE,2020,213747.0,6643.0,192783.0,64646.0,145474.0,813101.0,Midwest,Coal
NE,2021,216298.0,7162.0,191397.0,71758.0,158275.0,843971.0,Midwest,Coal
NE,2022,223571.0,7205.0,199576.0,58702.0,168382.0,848127.0,Midwest,Coal
NE,2023,195602.0,7286.0,206740.0,72391.0,164502.0,840136.0,Midwest,Natural Gas
NH,1997,44527.0,0.0,21249.0,83736.0,31253.0,272487.0,Northeast,Nuclear
NH,1998,38623.0,0.0,19338.0,87988.0,29751.0,275386.0,Northeast,Nuclear
NH,1999,35408.0,0.0,20496.0,90667.0,29290.0,286067.0,Northeast,Nuclear
NH,2000,44033.0,0.0,26397.0,82617.0,28931.0,302941.0,Northeast,Nuclear
NH,2001,40125.0,0.0,24848.0,90778.0,23332.0,301533.0,Northeast,Nuclear
NH,2002,39845.0,0.0,26146.0,97054.0,21186.0,310926.0,Northeast,Nuclear
NH,2003,41633.0,0.0,56475.0,96677.0,20916.0,320333.0,Northeast,Nuclear
NH,2004,43446.0,0.0,63924.0,106132.0,26240.0,327923.0,Northeast,Nuclear
NH,2005,44169.0,1184.0,73022.0,98682.0,30647.0,320450.0,Northeast,Nuclear
NH,2006,44807.0,2883.0,64738.0,98067.0,26107.0,302739.0,Northeast,Nuclear
NH,2007,44899.0,3582.0,64866.0,112902.0,30292.0,305098.0,Northeast,Nuclear
NH,2008,40241.0,3706.0,74025.0,97729.0,33082.0,296396.0,Northeast,Nuclear
NH,2009,32844.0,4493.0,62049.0,92214.0,38878.0,292087.0,Northeast,Nuclear
NH,2010,33827.0,6026.0,62612.0,114032.0,41375.0,294182.0,Northeast,Nuclear
NH,2011,24489.0,5774.0,72778.0,87508.0,41590.0,291327.0,Northeast,Nuclear
NH,2012,14191.0,5695.0,74336.0,85814.0,41482.0,282660.0,Northeast,Nuclear
NH,2013,16778.0,5891.0,55649.0,114173.0,47801.0,299764.0,Northeast,Nuclear
NH,2014,14867.0,5883.0,58785.0,106350.0,50560.0,307962.0,Northeast,Nuclear
NH,2015,10989.0,5968.0,70742.0,99186.0,57118.0,310768.0,Northeast,Nuclear
NH,2016,5277.0,6006.0,59638.0,112551.0,52757.0,301534.0,Northeast,Nuclear
NH,2017,3617.0,6091.0,53633.0,104493.0,54900.0,310340.0,Northeast,Nuclear
NH,2018,7798.0,6157.0,51471.0,105195.0,51626.0,318213.0,Northeast,Nuclear
NH,2019,4182.0,6227.0,55366.0,113890.0,50985.0,312436.0,Northeast,Nuclear
NH,2020,1518.0,5335.0,53630.0,103052.0,37794.0,285472.0,Northeast,Nuclear
NH,2021,3259.0,5848.0,60116.0,102789.0,38479.0,292720.0,Northeast,Nuclear
NH,2022,3864.0,5932.0,60176.0,114108.0,39863.0,297703.0,Northeast,Nuclear
NH,2023,1838.0,6002.0,59589.0,99658.0,38988.0,294907.0,Northeast,Nuclear
NJ,1997,99889.0,969.0,742031.0,145951.0,40109.0,2472747.0,Northeast,Natural Gas
NJ,1998,86235.0,760.0,705462.0,284643.0,39413.0,2451070.0,Northeast,Natural Gas
NJ,1999,88984.0,649.0,743561.0,302746.0,40356.0,2561343.0,Northeast,Natural Gas
NJ,2000,114734.0,768.0,626484.0,298041.0,40916.0,2477618.0,Northeast,Natural Gas
NJ,2001,112207.0,1030.0,585826.0,318190.0,29896.0,2452615.0,Northeast,Natural Gas
NJ,2002,104849.0,88.0,620750.0,322299.0,28638.0,2479729.0,Northeast,Natural Gas
NJ,2003,106857.0,90.0,636180.0,309629.0,26451.0,2507742.0,Northeast,Natural Gas
NJ,2004,112707.0,500.0,645017.0,282407.0,27265.0,2551491.0,Northeast,Natural Gas
NJ,2005,125332.0,9635.0,625881.0,327604.0,29087.0,2647662.0,Northeast,Natural Gas
NJ,2006,116093.0,25907.0,566905.0,339846.0,47692.0,2531346.0,Northeast,Natural Gas
NJ,2007,111799.0,32350.0,640629.0,335757.0,52973.0,2655233.0,Northeast,Natural Gas
NJ,2008,97671.0,27327.0,635200.0,336500.0,50295.0,2581953.0,Northeast,Natural Gas
NJ,2009,59563.0,32335.0,638792.0,359036.0,65510.0,2360786.0,Northeast,Natural Gas
NJ,2010,71961.0,36777.0,671474.0,342526.0,72326.0,2277813.0,Northeast,Natural Gas
NJ,2011,49592.0,35150.0,677923.0,351658.0,72030.0,2261325.0,Northeast,Natural Gas
NJ,2012,25589.0,33531.0,670970.0,346962.0,70938.0,2154878.0,Northeast,Natural Gas
NJ,2013,25910.0,34359.0,712265.0,348784.0,77873.0,2198547.0,Northeast,Natural Gas
NJ,2014,30731.0,34883.0,805697.0,329533.0,80738.0,2212385.0,Northeast,Natural Gas
NJ,2015,22925.0,35326.0,779349.0,347851.0,70278.0,2166983.0,Northeast,Natural Gas
NJ,2016,17455.0,35946.0,794239.0,312569.0,73768.0,2125088.0,Northeast,Natural Gas
NJ,2017,16488.0,34513.0,734147.0,355948.0,69317.0,2071086.0,Northeast,Natural Gas
NJ,2018,16732.0,33559.0,799555.0,334373.0,69202.0,2171789.0,Northeast,Natural Gas
NJ,2019,13780.0,33939.0,790685.0,278147.0,67919.0,2074884.0,Northeast,Natural Gas
NJ,2020,12144.0,27172.0,678931.0,279308.0,66791.0,1862114.0,Northeast,Natural Gas
NJ,2021,12586.0,30457.0,697019.0,293494.0,70039.0,1965465.0,Northeast,Natural Gas
NJ,2022,6199.0,30579.0,755048.0,295875.0,73187.0,2024328.0,Northeast,Natural Gas
NJ,2023,0.0,31809.0,721282.0,296162.0,74408.0,1982296.0,Northeast,Natural Gas
NM,1997,288506.0,1383.0,261881.0,0.0,8002.0,643472.0,West,Coal
NM,1998,290367.0,2325.0,241406.0,0.0,8439.0,635425.0,West,Coal
NM,1999,298105.0,1942.0,231312.0,0.0,8572.0,639172.0,West,Coal
NM,2000,305513.0,2211.0,259018.0,0.0,9109.0,661807.0,West,Coal
NM,2001,297096.0,736.0,259626.0,0.0,6274.0,660774.0,West,Coal
NM,2002,284132.0,635.0,229691.0,0.0,6408.0,658663.0,West,Coal
NM,2003,305641.0,512.0,225220.0,0.0,6377.0,659610.0,West,Coal
NM,2004,309418.0,556.0,229164.0,0.0,7420.0,682293.0,West,Coal
NM,2005,317916.0,1044.0,225352.0,0.0,17320.0,681623.0,West,Coal
NM,2006,316221.0,1012.0,227661.0,0.0,19069.0,686722.0,West,Coal
NM,2007,296067.0,1307.0,239858.0,0.0,21446.0,708988.0,West,Coal
NM,2008,284346.0,2789.0,252831.0,0.0,24258.0,669937.0,West,Coal
NM,2009,306162.0,4115.0,247947.0,0.0,21877.0,637573.0,West,Coal
NM,2010,267474.0,7992.0,246201.0,0.0,26939.0,644615.0,West,Coal
NM,2011,284737.0,8070.0,251838.0,0.0,28302.0,661374.0,West,Coal
NM,2012,263439.0,7938.0,249815.0,0.0,28068.0,657153.0,West,Coal
NM,2013,256377.0,7245.0,252867.0,0.0,29528.0,660840.0,West,Coal
NM,2014,215348.0,6586.0,256056.0,0.0,29708.0,667442.0,West,Natural Gas
NM,2015,215703.0,8416.0,260038.0,0.0,31414.0,667386.0,West,Natural Gas
NM,2016,197083.0,8251.0,259158.0,0.0,37378.0,652846.0,West,Natural Gas
NM,2017,199114.0,8801.0,249357.0,0.0,41939.0,657837.0,West,Natural Gas
NM,2018,136824.0,7944.0,281322.0,0.0,50352.0,667998.0,West,Natural Gas
NM,2019,151468.0,8804.0,305538.0,0.0,56637.0,702099.0,West,Natural Gas
NM,2020,138968.0,7944.0,292626.0,0.0,49823.0,655082.0,West,Natural Gas
NM,2021,133228.0,8986.0,285809.0,0.0,62210.0,680597.0,West,Natural Gas
NM,2022,138077.0,8530.0,301279.0,0.0,77286.0,683757.0,West,Natural Gas
NM,2023,75182.0,8502.0,337083.0,0.0,80278.0,680489.0,West,Natural Gas
NV,1997,166666.0,0.0,135497.0,0.0,19826.0,537352.0,West,Coal
NV,1998,184243.0,1220.0,154656.0,0.0,22416.0,554912.0,West,Coal
NV,1999,181616.0,2206.0,159981.0,0.0,22270.0,578338.0,West,Coal
NV,2000,199339.0,2390.0,194126.0,0.0,21320.0,603315.0,West,Coal
NV,2001,188572.0,2589.0,181256.0,0.0,20290.0,609458.0,West,Coal
NV,2002,164775.0,3057.0,181010.0,0.0,19516.0,603491.0,West,Natural Gas
NV,2003,182553.0,3574.0,191050.0,0.0,18194.0,633191.0,West,Natural Gas
NV,2004,193634.0,3668.0,221648.0,0.0,18741.0,667681.0,West,Natural Gas
NV,2005,197799.0,3676.0,236007.0,0.0,18601.0,687650.0,West,Natural Gas
NV,2006,84225.0,3555.0,257595.0,0.0,19723.0,719850.0,West,Natural Gas
NV,2007,82871.0,4298.0,262547.0,0.0,20506.0,709143.0,West,Natural Gas
NV,2008,88619.0,6508.0,274915.0,0.0,23030.0,674324.0,West,Natural Gas
NV,2009,83812.0,7383.0,284007.0,0.0,26855.0,624799.0,West,Natural Gas
NV,2010,80228.0,7425.0,267808.0,0.0,27939.0,669780.0,West,Natural Gas
NV,2011,62701.0,7433.0,255970.0,0.0,28210.0,656117.0,West,Natural Gas
NV,2012,52850.0,7137.0,281432.0,0.0,30425.0,650980.0,West,Natural Gas
NV,2013,64838.0,7363.0,282245.0,0.0,34566.0,665141.0,West,Natural Gas
NV,2014,79230.0,7950.0,261902.0,0.0,35607.0,667599.0,West,Natural Gas
NV,2015,36635.0,9856.0,312602.0,0.0,40761.0,654144.0,West,Natural Gas
NV,2016,30765.0,9992.0,316653.0,0.0,46291.0,676850.0,West,Natural Gas
NV,2017,27297.0,10404.0,305309.0,0.0,50374.0,699273.0,West,Natural Gas
NV,2018,34996.0,10582.0,310875.0,0.0,54345.0,714668.0,West,Natural Gas
NV,2019,37177.0,10702.0,315564.0,0.0,58266.0,715008.0,West,Natural Gas
NV,2020,27778.0,9257.0,310715.0,0.0,57527.0,643507.0,West,Natural Gas
NV,2021,35910.0,10463.0,305212.0,0.0,63647.0,687606.0,West,Natural Gas
NV,2022,35835.0,10819.0,302315.0,0.0,72734.0,706539.0,West,Natural Gas
NV,2023,29284.0,10326.0,301655.0,0.0,74878.0,689433.0,West,Natural Gas
NY,1997,325232.0,1843.0,1358091.0,310304.0,284752.0,3799956.0,Northeast,Natural Gas
NY,1998,337438.0,1368.0,1267065.0,328512.0,261254.0,3738533.0,Northeast,Natural Gas
NY,1999,317998.0,1182.0,1308656.0,386844.0,251643.0,3887014.0,Northeast,Natural Gas
NY,2000,330844.0,1307.0,1279693.0,328597.0,261307.0,3966053.0,Northeast,Natural Gas
NY,2001,306993.0,372.0,1205883.0,421845.0,191219.0,3859806.0,Northeast,Natural Gas
NY,2002,280584.0,331.0,1227224.0,413686.0,194413.0,3854372.0,Northeast,Natural Gas
